hycg,#genre#
CCTV17,http://www.sjwyp.com:4022/rtp/239.254.201.120:8144$河北电信
CCTV17,http://share.xlangnan.cn:10316/rtp/239.254.201.120:8144$河北电信
CCTV17,http://www.zlizi.cn:4023/rtp/239.76.252.238:9000$湖南电信
北京卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.184:1234$湖南电信
北京卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.184:9000$湖南电信
北京卫视,http://thhomes.cn:4000/rtp/239.3.1.241:8000$北京联通
北京卫视,http://www.yzddy.top:8800/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.0.91:5146$广东电信
北京卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.49:10288$河南联通
北京卫视,http://168250.xyz:1111/rtp/239.5.1.89:5000$天津电信
北京卫视,http://pr.19760929.xyz:9688/rtp/239.77.0.91:5146$广东电信
北京卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.107:5140$浙江电信
北京卫视,http://phmanet.com:9999/rtp/239.76.246.184:1234$湖南电信
北京卫视,http://phmanet.com:9999/rtp/239.76.253.184:9000$湖南电信
北京卫视,http://www.sclvip.top:8787/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.107:5140$浙江联通
北京卫视,http://www.lvyjay.win:4022/rtp/233.50.201.107:5140$浙江电信
北京卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.241:8000$北京联通
北京卫视,http://pve.iszbd.com:4022/rtp/225.0.4.78:7980$重庆联通
北京卫视,http://zqh2333.top:2222/rtp/239.94.0.65:5140$四川电信
北京卫视,http://home.scanflove.com:7788/rtp/235.254.198.66:1540$重庆电信
北京卫视,http://r.xace.fun:4999/rtp/239.3.1.241:8000$北京联通
北京卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.141:8920$湖北电信
北京卫视,http://www.andy-nas.top:8623/rtp/239.76.246.184:1234$湖南电信
北京卫视,http://www.andy-nas.top:8623/rtp/239.76.253.184:9000$湖南电信
北京卫视,http://hiliu.myds.me:18088/rtp/239.254.96.141:8920$湖北电信
北京卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.162:7168$安徽电信
北京卫视,http://b.xiongnas.top:8888/rtp/239.3.1.241:8000$北京联通
北京卫视,http://www.maomizi.cn:9530/rtp/239.77.0.91:5146$广东电信
北京卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.241:8000$北京联通
北京卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.76:10760$河南电信
北京卫视,http://www.maomizi.cn:9527/rtp/239.77.0.91:5146$广东电信
北京卫视,http://www.lizhinas.top:10086/rtp/239.252.219.206:5140$江西电信
北京卫视,http://audios.guangyuan.site:8188/rtp/239.77.0.91:5146$广东电信
北京卫视,http://jxyxnk.x3322.net:4022/rtp/239.252.219.206:5140$江西电信
北京卫视,http://hook.msen.site:8000/rtp/235.254.198.66:1540$重庆电信
北京卫视,http://nas.yzzdxc.cn:16666/rtp/239.37.0.050:5540$吉林电信
北京卫视,http://hs.hejd.net:7088/rtp/233.50.201.107:5140$浙江电信
北京卫视,http://www.liyajun.top:7088/rtp/239.253.92.87:8014$河北联通
北京卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.32:8186$福建电信
北京卫视,http://home.amucn.net:8800/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://iptv.xxika.net:8188/rtp/239.77.0.91:5146$广东电信
北京卫视,http://z.d4p.cn:8000/rtp/239.49.8.11:9414$江苏电信
北京卫视,http://server.juzhijian.com:8822/rtp/239.16.20.76:10760$河南电信
北京卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.141:8920$湖北电信
北京卫视,http://a.xiongnas.top:8888/rtp/239.3.1.241:8000$北京联通
北京卫视,http://kms.yzzdxc.cn:16666/rtp/239.37.0.050:5540$吉林电信
北京卫视,http://joyznm.i234.me:20000/rtp/239.3.1.241:8000$北京联通
北京卫视,http://101.wifi98.com:9001/rtp/232.0.0.117:1234$辽宁联通
北京卫视,http://alist.guangyuan.site:8188/rtp/239.77.0.91:5146$广东电信
北京卫视,http://zhangkx717.cn:9999/rtp/239.254.96.141:8920$湖北电信
北京卫视,http://www.liangcl.top:8686/rtp/233.50.201.107:5140$浙江电信
北京卫视,http://www.sjwyp.com:4022/rtp/239.254.200.47:8024$河北电信
浙江卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.182:1234$湖南电信
浙江卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.182:9000$湖南电信
浙江卫视,http://thhomes.cn:4000/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://www.yzddy.top:8800/rtp/239.49.8.20:9618$江苏电信
浙江卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.85:10504$河南联通
浙江卫视,http://168250.xyz:1111/rtp/239.5.1.14:5000$天津电信
浙江卫视,http://pr.19760929.xyz:9688/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.100:5140$浙江电信
浙江卫视,http://phmanet.com:9999/rtp/239.76.246.182:1234$湖南电信
浙江卫视,http://phmanet.com:9999/rtp/239.76.253.182:9000$湖南电信
浙江卫视,http://www.sclvip.top:8787/rtp/239.49.8.20:9618$江苏电信
浙江卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.100:5140$浙江联通
浙江卫视,http://www.lvyjay.win:4022/rtp/233.50.201.100:5140$浙江电信
浙江卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://pve.iszbd.com:4022/rtp/225.0.4.81:7980$重庆联通
浙江卫视,http://zqh2333.top:2222/rtp/239.94.0.63:5140$四川电信
浙江卫视,http://home.scanflove.com:7788/rtp/235.254.198.63:1528$重庆电信
浙江卫视,http://r.xace.fun:4999/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.143:8932$湖北电信
浙江卫视,http://www.andy-nas.top:8623/rtp/239.76.246.182:1234$湖南电信
浙江卫视,http://www.andy-nas.top:8623/rtp/239.76.253.182:9000$湖南电信
浙江卫视,http://hiliu.myds.me:18088/rtp/239.254.96.143:8932$湖北电信
浙江卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.164:7184$安徽电信
浙江卫视,http://b.xiongnas.top:8888/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://www.maomizi.cn:9530/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.71:10710$河南电信
浙江卫视,http://www.maomizi.cn:9527/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://www.lizhinas.top:10086/rtp/239.252.219.210:5140$江西电信
浙江卫视,http://audios.guangyuan.site:8188/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://jxyxnk.x3322.net:4022/rtp/239.252.219.210:5140$江西电信
浙江卫视,http://hook.msen.site:8000/rtp/235.254.198.63:1528$重庆电信
浙江卫视,http://nas.yzzdxc.cn:16666/rtp/239.37.0.037:5540$吉林电信
浙江卫视,http://hs.hejd.net:7088/rtp/233.50.201.100:5140$浙江电信
浙江卫视,http://www.liyajun.top:7088/rtp/239.253.92.90:8020$河北联通
浙江卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.29:8168$福建电信
浙江卫视,http://home.amucn.net:8800/rtp/239.49.8.20:9618$江苏电信
浙江卫视,http://iptv.xxika.net:8188/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://z.d4p.cn:8000/rtp/239.49.8.20:9618$江苏电信
浙江卫视,http://server.juzhijian.com:8822/rtp/239.16.20.71:10710$河南电信
浙江卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.143:8932$湖北电信
浙江卫视,http://a.xiongnas.top:8888/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://kms.yzzdxc.cn:16666/rtp/239.37.0.037:5540$吉林电信
浙江卫视,http://joyznm.i234.me:20000/rtp/239.3.1.137:8036$北京联通
浙江卫视,http://101.wifi98.com:9001/rtp/232.0.0.123:1234$辽宁联通
浙江卫视,http://alist.guangyuan.site:8188/rtp/239.77.0.89:5146$广东电信
浙江卫视,http://zhangkx717.cn:9999/rtp/239.254.96.143:8932$湖北电信
浙江卫视,http://www.liangcl.top:8686/rtp/233.50.201.100:5140$浙江电信
浙江卫视,http://www.sjwyp.com:4022/rtp/239.254.200.53:8036$河北电信
东方卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.186:1234$湖南电信
东方卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.186:9000$湖南电信
东方卫视,http://thhomes.cn:4000/rtp/239.3.1.136:8032$北京联通
东方卫视,http://www.yzddy.top:8800/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.1.218:5146$广东电信
东方卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.86:10510$河南联通
东方卫视,http://168250.xyz:1111/rtp/239.5.1.81:5000$天津电信
东方卫视,http://pr.19760929.xyz:9688/rtp/239.77.1.218:5146$广东电信
东方卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.125:5140$浙江电信
东方卫视,http://phmanet.com:9999/rtp/239.76.246.186:1234$湖南电信
东方卫视,http://phmanet.com:9999/rtp/239.76.253.186:9000$湖南电信
东方卫视,http://www.sclvip.top:8787/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.125:5140$浙江联通
东方卫视,http://www.lvyjay.win:4022/rtp/233.50.201.125:5140$浙江电信
东方卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.136:8032$北京联通
东方卫视,http://pve.iszbd.com:4022/rtp/225.0.4.80:7980$重庆联通
东方卫视,http://zqh2333.top:2222/rtp/239.94.0.64:5140$四川电信
东方卫视,http://home.scanflove.com:7788/rtp/235.254.198.73:1568$重庆电信
东方卫视,http://r.xace.fun:4999/rtp/239.3.1.136:8032$北京联通
东方卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.142:8926$湖北电信
东方卫视,http://www.andy-nas.top:8623/rtp/239.76.246.186:1234$湖南电信
东方卫视,http://www.andy-nas.top:8623/rtp/239.76.253.186:9000$湖南电信
东方卫视,http://hiliu.myds.me:18088/rtp/239.254.96.142:8926$湖北电信
东方卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.163:7176$安徽电信
东方卫视,http://b.xiongnas.top:8888/rtp/239.3.1.136:8032$北京联通
东方卫视,http://www.maomizi.cn:9530/rtp/239.77.1.218:5146$广东电信
东方卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.136:8032$北京联通
东方卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.73:10730$河南电信
东方卫视,http://www.maomizi.cn:9527/rtp/239.77.1.218:5146$广东电信
东方卫视,http://www.lizhinas.top:10086/rtp/239.252.219.229:5140$江西电信
东方卫视,http://audios.guangyuan.site:8188/rtp/239.77.1.218:5146$广东电信
东方卫视,http://jxyxnk.x3322.net:4022/rtp/239.252.219.229:5140$江西电信
东方卫视,http://hook.msen.site:8000/rtp/235.254.198.73:1568$重庆电信
东方卫视,http://nas.yzzdxc.cn:16666/rtp/239.37.0.048:5540$吉林电信
东方卫视,http://hs.hejd.net:7088/rtp/233.50.201.125:5140$浙江电信
东方卫视,http://www.liyajun.top:7088/rtp/239.253.92.89:8019$河北联通
东方卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.28:8162$福建电信
东方卫视,http://home.amucn.net:8800/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://iptv.xxika.net:8188/rtp/239.77.1.218:5146$广东电信
东方卫视,http://z.d4p.cn:8000/rtp/239.49.8.17:9606$江苏电信
东方卫视,http://server.juzhijian.com:8822/rtp/239.16.20.73:10730$河南电信
东方卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.142:8926$湖北电信
东方卫视,http://a.xiongnas.top:8888/rtp/239.3.1.136:8032$北京联通
东方卫视,http://kms.yzzdxc.cn:16666/rtp/239.37.0.048:5540$吉林电信
东方卫视,http://joyznm.i234.me:20000/rtp/239.3.1.136:8032$北京联通
东方卫视,http://alist.guangyuan.site:8188/rtp/239.77.1.218:5146$广东电信
东方卫视,http://zhangkx717.cn:9999/rtp/239.254.96.142:8926$湖北电信
东方卫视,http://www.liangcl.top:8686/rtp/233.50.201.125:5140$浙江电信
东方卫视,http://www.sjwyp.com:4022/rtp/239.254.200.52:8032$河北电信
东方卫视,http://share.xlangnan.cn:10316/rtp/239.254.200.52:8032$河北电信
湖南卫视,http://www.hunterpoon.tech:4000/rtp/239.76.245.115:1234$湖南电信
湖南卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.101:1234$湖南电信
湖南卫视,http://www.hunterpoon.tech:4000/rtp/239.76.252.115:9000$湖南电信
湖南卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.101:9000$湖南电信
湖南卫视,http://thhomes.cn:4000/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://www.yzddy.top:8800/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.50:10294$河南联通
湖南卫视,http://168250.xyz:1111/rtp/239.5.1.16:5000$天津电信
湖南卫视,http://pr.19760929.xyz:9688/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.103:5140$浙江电信
湖南卫视,http://phmanet.com:9999/rtp/239.76.245.115:1234$湖南电信
湖南卫视,http://phmanet.com:9999/rtp/239.76.246.101:1234$湖南电信
湖南卫视,http://phmanet.com:9999/rtp/239.76.252.115:9000$湖南电信
湖南卫视,http://phmanet.com:9999/rtp/239.76.253.101:9000$湖南电信
湖南卫视,http://www.sclvip.top:8787/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.103:5140$浙江联通
湖南卫视,http://www.lvyjay.win:4022/rtp/233.50.201.103:5140$浙江电信
湖南卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://pve.iszbd.com:4022/rtp/225.0.4.75:7980$重庆联通
湖南卫视,http://zqh2333.top:2222/rtp/239.94.0.61:5140$四川电信
湖南卫视,http://home.scanflove.com:7788/rtp/235.254.198.62:1524$重庆电信
湖南卫视,http://r.xace.fun:4999/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.139:8908$湖北电信
湖南卫视,http://www.andy-nas.top:8623/rtp/239.76.245.115:1234$湖南电信
湖南卫视,http://www.andy-nas.top:8623/rtp/239.76.246.101:1234$湖南电信
湖南卫视,http://www.andy-nas.top:8623/rtp/239.76.252.115:9000$湖南电信
湖南卫视,http://www.andy-nas.top:8623/rtp/239.76.253.101:9000$湖南电信
湖南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.139:8908$湖北电信
湖南卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.160:7152$安徽电信
湖南卫视,http://b.xiongnas.top:8888/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://www.maomizi.cn:9530/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.72:10720$河南电信
湖南卫视,http://www.maomizi.cn:9527/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://www.lizhinas.top:10086/rtp/239.252.219.201:5140$江西电信
湖南卫视,http://audios.guangyuan.site:8188/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://jxyxnk.x3322.net:4022/rtp/239.252.219.201:5140$江西电信
湖南卫视,http://hook.msen.site:8000/rtp/235.254.198.62:1524$重庆电信
湖南卫视,http://nas.yzzdxc.cn:16666/rtp/239.37.0.038:5540$吉林电信
湖南卫视,http://hs.hejd.net:7088/rtp/233.50.201.103:5140$浙江电信
湖南卫视,http://www.liyajun.top:7088/rtp/239.253.92.84:8015$河北联通
湖南卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.31:8180$福建电信
湖南卫视,http://home.amucn.net:8800/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://iptv.xxika.net:8188/rtp/239.77.1.5:5146$广东电信
湖南卫视,http://z.d4p.cn:8000/rtp/239.49.8.12:9418$江苏电信
湖南卫视,http://server.juzhijian.com:8822/rtp/239.16.20.72:10720$河南电信
湖南卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.139:8908$湖北电信
湖南卫视,http://a.xiongnas.top:8888/rtp/239.3.1.132:8012$北京联通
湖南卫视,http://kms.yzzdxc.cn:16666/rtp/239.37.0.038:5540$吉林电信
江苏卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.181:9000$湖南电信
江苏卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.181:1234$湖南电信
江苏卫视,http://thhomes.cn:4000/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://www.yzddy.top:8800/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.84:10498$河南联通
江苏卫视,http://168250.xyz:1111/rtp/239.5.1.25:5000$天津电信
江苏卫视,http://pr.19760929.xyz:9688/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.106:5140$浙江电信
江苏卫视,http://phmanet.com:9999/rtp/239.76.253.181:9000$湖南电信
江苏卫视,http://phmanet.com:9999/rtp/239.76.246.181:1234$湖南电信
江苏卫视,http://www.sclvip.top:8787/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.106:5140$浙江联通
江苏卫视,http://www.lvyjay.win:4022/rtp/233.50.201.106:5140$浙江电信
江苏卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://pve.iszbd.com:4022/rtp/225.0.4.79:7980$重庆联通
江苏卫视,http://zqh2333.top:2222/rtp/239.94.0.62:5140$四川电信
江苏卫视,http://home.scanflove.com:7788/rtp/235.254.198.64:1532$重庆电信
江苏卫视,http://r.xace.fun:4999/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.144:8938$湖北电信
江苏卫视,http://www.andy-nas.top:8623/rtp/239.76.253.181:9000$湖南电信
江苏卫视,http://www.andy-nas.top:8623/rtp/239.76.246.181:1234$湖南电信
江苏卫视,http://hiliu.myds.me:18088/rtp/239.254.96.144:8938$湖北电信
江苏卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.165:7192$安徽电信
江苏卫视,http://b.xiongnas.top:8888/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://www.maomizi.cn:9530/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://esxi.juzhijian.com:8822/rtp/239.16.20.74:10740$河南电信
江苏卫视,http://www.maomizi.cn:9527/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://www.lizhinas.top:10086/rtp/239.252.219.214:5140$江西电信
江苏卫视,http://audios.guangyuan.site:8188/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://jxyxnk.x3322.net:4022/rtp/239.252.219.214:5140$江西电信
江苏卫视,http://hook.msen.site:8000/rtp/235.254.198.64:1532$重庆电信
江苏卫视,http://nas.yzzdxc.cn:16666/rtp/239.37.0.055:5540$吉林电信
江苏卫视,http://hs.hejd.net:7088/rtp/233.50.201.106:5140$浙江电信
江苏卫视,http://www.liyajun.top:7088/rtp/239.253.92.88:8018$河北联通
江苏卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.30:8174$福建电信
江苏卫视,http://home.amucn.net:8800/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://iptv.xxika.net:8188/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://z.d4p.cn:8000/rtp/239.49.8.16:9602$江苏电信
江苏卫视,http://server.juzhijian.com:8822/rtp/239.16.20.74:10740$河南电信
江苏卫视,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.144:8938$湖北电信
江苏卫视,http://a.xiongnas.top:8888/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://kms.yzzdxc.cn:16666/rtp/239.37.0.055:5540$吉林电信
江苏卫视,http://joyznm.i234.me:20000/rtp/239.3.1.135:8028$北京联通
江苏卫视,http://101.wifi98.com:9001/rtp/232.0.0.116:1234$辽宁联通
江苏卫视,http://alist.guangyuan.site:8188/rtp/239.77.1.18:5146$广东电信
江苏卫视,http://zhangkx717.cn:9999/rtp/239.254.96.144:8938$湖北电信
江苏卫视,http://www.liangcl.top:8686/rtp/233.50.201.106:5140$浙江电信
江苏卫视,http://www.sjwyp.com:4022/rtp/239.254.200.51:8028$河北电信
深圳卫视,http://www.hunterpoon.tech:4000/rtp/239.76.246.188:1234$湖南电信
深圳卫视,http://www.hunterpoon.tech:4000/rtp/239.76.253.188:9000$湖南电信
深圳卫视,http://thhomes.cn:4000/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://www.yzddy.top:8800/rtp/239.49.8.15:9430$江苏电信
深圳卫视,http://kodbox.guangyuan.site:8188/rtp/239.77.0.92:5146$广东电信
深圳卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.91:10540$河南联通
深圳卫视,http://168250.xyz:1111/rtp/239.5.1.19:5000$天津电信
深圳卫视,http://pr.19760929.xyz:9688/rtp/239.77.0.92:5146$广东电信
深圳卫视,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.101:5140$浙江电信
深圳卫视,http://phmanet.com:9999/rtp/239.76.246.188:1234$湖南电信
深圳卫视,http://phmanet.com:9999/rtp/239.76.253.188:9000$湖南电信
深圳卫视,http://www.sclvip.top:8787/rtp/239.49.8.15:9430$江苏电信
深圳卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.101:5140$浙江联通
深圳卫视,http://www.lvyjay.win:4022/rtp/233.50.201.101:5140$浙江电信
深圳卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://pve.iszbd.com:4022/rtp/225.0.4.202:7980$重庆联通
深圳卫视,http://zqh2333.top:2222/rtp/239.94.0.66:5140$四川电信
深圳卫视,http://home.scanflove.com:7788/rtp/235.254.198.71:1560$重庆电信
深圳卫视,http://r.xace.fun:4999/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://www.hiliu.myds.me:18088/rtp/239.254.96.137:8896$湖北电信
深圳卫视,http://www.andy-nas.top:8623/rtp/239.76.246.188:1234$湖南电信
深圳卫视,http://www.andy-nas.top:8623/rtp/239.76.253.188:9000$湖南电信
深圳卫视,http://hiliu.myds.me:18088/rtp/239.254.96.137:8896$湖北电信
深圳卫视,http://www.marcvision.xyz:8000/rtp/238.1.78.156:7120$安徽电信
深圳卫视,http://b.xiongnas.top:8888/rtp/239.3.1.134:8020$北京联通
深圳卫视,http://www.maomizi.cn:9530/rtp/239.77.0.92:5146$广东电信
深圳卫视,http://zb.hexuntong.net:8188/rtp/239.3.1.134:8020$北京联通
